class_binary,class,cap_shape,cap_surface,cap_color,odor,gill_color,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,ring_number,habitat
1,edible,convex,scaly,white,almond,black,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,fibrous,white,anise,brown,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,smooth,white,anise,white,tapering,smooth,smooth,white,white,1,woods
1,edible,convex,scaly,yellow,anise,black,enlarging,smooth,smooth,white,white,1,meadows
1,edible,flat,fibrous,yellow,almond,white,tapering,smooth,smooth,white,white,1,woods
1,edible,convex,smooth,white,almond,white,enlarging,smooth,smooth,white,white,1,grasses
1,edible,bell,scaly,yellow,almond,brown,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,scaly,brown,anise,pink,enlarging,smooth,scaly,white,white,1,paths
1,edible,bell,scaly,white,anise,black,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,smooth,yellow,almond,brown,enlarging,smooth,smooth,white,white,1,meadows
0,poisonous,convex,scaly,brown,pungent,brown,enlarging,smooth,smooth,white,white,1,urban
1,edible,bell,smooth,yellow,anise,white,enlarging,smooth,smooth,white,white,1,grasses
1,edible,bell,scaly,white,almond,gray,enlarging,smooth,smooth,white,white,1,grasses
0,poisonous,convex,scaly,brown,pungent,white,enlarging,smooth,smooth,white,white,1,urban
1,edible,bell,smooth,white,anise,brown,enlarging,smooth,smooth,white,white,1,meadows
1,edible,bell,scaly,yellow,anise,white,enlarging,smooth,smooth,white,white,1,meadows
1,edible,bell,scaly,yellow,almond,brown,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,scaly,white,anise,gray,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,brown,none,pink,tapering,smooth,smooth,pink,white,1,woods
1,edible,convex,scaly,brown,almond,white,enlarging,smooth,scaly,white,white,1,grasses
1,edible,bell,smooth,yellow,anise,brown,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,gray,none,gray,enlarging,smooth,smooth,white,white,1,urban
1,edible,convex,scaly,brown,anise,brown,enlarging,smooth,scaly,white,white,1,grasses
1,edible,convex,smooth,white,almond,black,enlarging,smooth,smooth,white,white,1,grasses
1,edible,bell,scaly,white,almond,brown,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,smooth,yellow,almond,gray,enlarging,smooth,smooth,white,white,1,meadows
1,edible,flat,fibrous,yellow,almond,pink,tapering,smooth,smooth,white,white,1,woods
1,edible,bell,scaly,yellow,anise,gray,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,brown,none,brown,tapering,smooth,fibrous,white,white,1,grasses
1,edible,convex,fibrous,yellow,anise,brown,tapering,smooth,smooth,white,white,1,woods
1,edible,convex,smooth,yellow,almond,brown,enlarging,smooth,smooth,white,white,1,meadows
1,edible,flat,smooth,gray,none,brown,tapering,smooth,fibrous,white,white,1,grasses
1,edible,convex,fibrous,brown,none,gray,enlarging,smooth,smooth,white,white,1,urban
1,edible,flat,smooth,gray,none,chocolate,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,flat,scaly,brown,almond,pink,enlarging,smooth,scaly,white,white,1,paths
1,edible,bell,scaly,white,almond,black,enlarging,smooth,smooth,white,white,1,grasses
1,edible,bell,smooth,yellow,almond,black,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,scaly,yellow,anise,white,enlarging,smooth,scaly,white,white,1,paths
1,edible,sunken,fibrous,gray,none,gray,enlarging,smooth,smooth,white,white,1,urban
1,edible,flat,scaly,brown,almond,pink,enlarging,smooth,scaly,white,white,1,paths
0,poisonous,convex,scaly,brown,pungent,black,enlarging,smooth,smooth,white,white,1,urban
1,edible,convex,scaly,yellow,almond,pink,enlarging,smooth,scaly,white,white,1,paths
1,edible,convex,scaly,yellow,almond,white,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,brown,none,chocolate,tapering,smooth,fibrous,white,white,1,grasses
1,edible,convex,fibrous,brown,none,pink,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,flat,smooth,brown,none,black,tapering,fibrous,smooth,white,white,1,grasses
1,edible,flat,scaly,brown,almond,brown,enlarging,smooth,scaly,white,white,1,paths
1,edible,convex,smooth,yellow,almond,white,enlarging,smooth,smooth,white,white,1,grasses
1,edible,flat,fibrous,brown,none,pink,enlarging,smooth,smooth,white,white,1,urban
1,edible,convex,scaly,yellow,almond,white,enlarging,smooth,scaly,white,white,1,paths
1,edible,convex,fibrous,yellow,almond,pink,tapering,smooth,smooth,white,white,1,woods
1,edible,bell,scaly,yellow,almond,gray,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,gray,none,brown,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,scaly,yellow,almond,white,enlarging,smooth,scaly,white,white,1,grasses
1,edible,flat,scaly,brown,anise,brown,enlarging,smooth,scaly,white,white,1,grasses
1,edible,convex,smooth,yellow,almond,white,enlarging,smooth,smooth,white,white,1,meadows
1,edible,sunken,fibrous,brown,none,brown,enlarging,smooth,smooth,white,white,1,urban
1,edible,convex,smooth,white,almond,black,enlarging,smooth,smooth,white,white,1,meadows
1,edible,bell,smooth,white,anise,brown,enlarging,smooth,smooth,white,white,1,grasses
1,edible,sunken,fibrous,brown,none,black,enlarging,smooth,smooth,white,white,1,urban
1,edible,bell,scaly,yellow,anise,brown,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,scaly,yellow,anise,black,enlarging,smooth,smooth,white,white,1,grasses
1,edible,bell,scaly,yellow,almond,black,enlarging,smooth,smooth,white,white,1,grasses
0,poisonous,convex,scaly,brown,pungent,pink,enlarging,smooth,smooth,white,white,1,urban
1,edible,convex,smooth,white,none,black,tapering,fibrous,smooth,white,white,1,grasses
1,edible,convex,scaly,white,almond,white,enlarging,smooth,smooth,white,white,1,meadows
1,edible,bell,smooth,white,almond,gray,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,brown,none,brown,tapering,smooth,smooth,gray,white,1,woods
0,poisonous,convex,smooth,brown,pungent,white,enlarging,smooth,smooth,white,white,1,urban
1,edible,convex,scaly,brown,anise,white,enlarging,smooth,scaly,white,white,1,paths
1,edible,convex,smooth,brown,none,brown,tapering,smooth,smooth,white,white,1,grasses
1,edible,bell,scaly,yellow,anise,brown,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,smooth,yellow,almond,white,enlarging,smooth,smooth,white,white,1,meadows
1,edible,bell,smooth,yellow,almond,brown,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,smooth,yellow,anise,gray,enlarging,smooth,smooth,white,white,1,meadows
1,edible,bell,scaly,white,almond,brown,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,gray,none,black,enlarging,smooth,smooth,white,white,1,urban
1,edible,flat,scaly,brown,almond,white,enlarging,smooth,scaly,white,white,1,grasses
1,edible,convex,fibrous,gray,none,chocolate,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,convex,smooth,white,anise,black,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,scaly,yellow,anise,white,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,fibrous,gray,none,brown,enlarging,smooth,smooth,white,white,1,urban
0,poisonous,convex,smooth,brown,pungent,pink,enlarging,smooth,smooth,white,white,1,urban
1,edible,bell,scaly,white,anise,white,enlarging,smooth,smooth,white,white,1,grasses
1,edible,bell,scaly,white,almond,brown,enlarging,smooth,smooth,white,white,1,meadows
0,poisonous,convex,scaly,brown,pungent,pink,enlarging,smooth,smooth,white,white,1,urban
1,edible,bell,smooth,yellow,anise,white,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,smooth,white,anise,black,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,scaly,yellow,anise,brown,enlarging,smooth,smooth,white,white,1,meadows
1,edible,bell,scaly,yellow,anise,brown,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,smooth,white,almond,gray,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,smooth,white,almond,gray,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,scaly,brown,anise,white,enlarging,smooth,scaly,white,white,1,paths
1,edible,convex,smooth,white,almond,white,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,smooth,brown,none,brown,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,convex,scaly,brown,anise,brown,enlarging,smooth,scaly,white,white,1,paths
1,edible,convex,scaly,yellow,anise,brown,enlarging,smooth,scaly,white,white,1,grasses
0,poisonous,convex,scaly,brown,pungent,black,enlarging,smooth,smooth,white,white,1,grasses
1,edible,bell,scaly,yellow,almond,white,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,white,anise,pink,tapering,smooth,smooth,white,white,1,woods
0,poisonous,convex,smooth,brown,pungent,white,enlarging,smooth,smooth,white,white,1,urban
1,edible,convex,scaly,yellow,anise,black,enlarging,smooth,smooth,white,white,1,grasses
1,edible,flat,fibrous,gray,none,chocolate,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,convex,scaly,white,anise,brown,enlarging,smooth,smooth,white,white,1,grasses
1,edible,bell,scaly,white,almond,white,enlarging,smooth,smooth,white,white,1,meadows
0,poisonous,convex,scaly,brown,pungent,pink,enlarging,smooth,smooth,white,white,1,urban
1,edible,flat,scaly,brown,anise,white,enlarging,smooth,scaly,white,white,1,grasses
1,edible,convex,smooth,white,anise,brown,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,smooth,white,almond,brown,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,brown,almond,brown,enlarging,smooth,scaly,white,white,1,paths
1,edible,bell,smooth,white,almond,black,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,smooth,white,none,pink,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,flat,fibrous,gray,none,brown,enlarging,smooth,smooth,white,white,1,urban
1,edible,convex,scaly,white,almond,gray,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,scaly,yellow,anise,brown,enlarging,smooth,scaly,white,white,1,grasses
1,edible,bell,smooth,yellow,anise,gray,enlarging,smooth,smooth,white,white,1,grasses
1,edible,bell,smooth,yellow,anise,white,enlarging,smooth,smooth,white,white,1,grasses
1,edible,flat,smooth,white,anise,brown,tapering,smooth,smooth,white,white,1,woods
1,edible,bell,smooth,white,almond,white,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,fibrous,yellow,almond,brown,tapering,smooth,smooth,white,white,1,woods
1,edible,convex,scaly,white,anise,gray,enlarging,smooth,smooth,white,white,1,meadows
1,edible,bell,scaly,yellow,anise,black,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,scaly,brown,almond,pink,enlarging,smooth,scaly,white,white,1,paths
1,edible,convex,scaly,white,anise,brown,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,scaly,white,anise,gray,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,scaly,yellow,almond,pink,enlarging,smooth,scaly,white,white,1,paths
1,edible,convex,scaly,white,anise,brown,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,smooth,yellow,anise,white,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,scaly,brown,anise,pink,enlarging,smooth,scaly,white,white,1,grasses
1,edible,convex,smooth,white,anise,brown,enlarging,smooth,smooth,white,white,1,grasses
1,edible,flat,scaly,brown,anise,brown,enlarging,smooth,scaly,white,white,1,grasses
1,edible,bell,smooth,white,anise,white,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,fibrous,brown,none,brown,tapering,smooth,smooth,gray,pink,1,woods
1,edible,convex,scaly,white,anise,black,enlarging,smooth,smooth,white,white,1,meadows
1,edible,bell,smooth,white,anise,gray,enlarging,smooth,smooth,white,white,1,grasses
1,edible,bell,smooth,yellow,anise,gray,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,fibrous,yellow,anise,pink,tapering,smooth,smooth,white,white,1,woods
1,edible,bell,smooth,white,anise,gray,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,smooth,gray,none,chocolate,tapering,smooth,fibrous,white,white,1,grasses
1,edible,bell,smooth,white,almond,black,enlarging,smooth,smooth,white,white,1,grasses
1,edible,bell,smooth,yellow,anise,white,enlarging,smooth,smooth,white,white,1,meadows
1,edible,flat,scaly,yellow,almond,brown,enlarging,smooth,scaly,white,white,1,paths
1,edible,flat,scaly,brown,almond,white,enlarging,smooth,scaly,white,white,1,paths
1,edible,convex,smooth,white,almond,black,enlarging,smooth,smooth,white,white,1,meadows
1,edible,flat,scaly,yellow,anise,brown,enlarging,smooth,scaly,white,white,1,grasses
1,edible,bell,smooth,white,almond,gray,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,scaly,yellow,almond,white,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,fibrous,brown,none,black,enlarging,smooth,smooth,white,white,1,urban
1,edible,flat,scaly,brown,almond,pink,enlarging,smooth,scaly,white,white,1,grasses
1,edible,convex,smooth,white,almond,gray,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,smooth,yellow,anise,gray,enlarging,smooth,smooth,white,white,1,grasses
1,edible,bell,scaly,yellow,anise,gray,enlarging,smooth,smooth,white,white,1,grasses
1,edible,flat,scaly,yellow,almond,white,enlarging,smooth,scaly,white,white,1,paths
1,edible,convex,scaly,yellow,anise,gray,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,scaly,white,almond,white,enlarging,smooth,smooth,white,white,1,meadows
1,edible,flat,fibrous,white,almond,brown,tapering,smooth,smooth,white,white,1,woods
1,edible,sunken,fibrous,gray,none,black,enlarging,smooth,smooth,white,white,1,urban
1,edible,flat,smooth,yellow,anise,brown,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,gray,none,black,enlarging,smooth,smooth,white,white,1,urban
1,edible,convex,fibrous,brown,none,pink,enlarging,smooth,smooth,white,white,1,urban
1,edible,bell,scaly,white,almond,white,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,smooth,white,almond,pink,tapering,smooth,smooth,white,white,1,woods
1,edible,bell,scaly,yellow,anise,brown,enlarging,smooth,smooth,white,white,1,meadows
1,edible,bell,scaly,yellow,almond,black,enlarging,smooth,smooth,white,white,1,meadows
1,edible,bell,scaly,yellow,anise,gray,enlarging,smooth,smooth,white,white,1,grasses
1,edible,flat,smooth,white,anise,pink,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,gray,none,gray,enlarging,smooth,smooth,white,white,1,urban
1,edible,flat,smooth,white,almond,white,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,yellow,almond,pink,enlarging,smooth,scaly,white,white,1,grasses
1,edible,convex,scaly,white,anise,white,enlarging,smooth,smooth,white,white,1,meadows
1,edible,sunken,fibrous,brown,none,pink,enlarging,smooth,smooth,white,white,1,urban
1,edible,convex,scaly,brown,anise,brown,enlarging,smooth,scaly,white,white,1,paths
1,edible,convex,scaly,brown,almond,brown,enlarging,smooth,scaly,white,white,1,paths
1,edible,flat,fibrous,yellow,almond,brown,tapering,smooth,smooth,white,white,1,woods
0,poisonous,flat,smooth,brown,pungent,pink,enlarging,smooth,smooth,white,white,1,grasses
0,poisonous,convex,smooth,brown,pungent,black,enlarging,smooth,smooth,white,white,1,urban
1,edible,flat,scaly,brown,anise,white,enlarging,smooth,scaly,white,white,1,paths
1,edible,convex,scaly,yellow,almond,white,enlarging,smooth,scaly,white,white,1,grasses
1,edible,bell,smooth,yellow,almond,black,enlarging,smooth,smooth,white,white,1,meadows
1,edible,flat,fibrous,white,none,chocolate,tapering,fibrous,smooth,white,white,1,grasses
1,edible,flat,scaly,brown,almond,pink,enlarging,smooth,scaly,white,white,1,grasses
1,edible,convex,scaly,white,almond,brown,enlarging,smooth,smooth,white,white,1,grasses
1,edible,bell,smooth,yellow,anise,white,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,smooth,yellow,almond,white,enlarging,smooth,smooth,white,white,1,grasses
1,edible,bell,scaly,yellow,almond,gray,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,smooth,white,anise,gray,enlarging,smooth,smooth,white,white,1,meadows
1,edible,bell,smooth,yellow,almond,white,enlarging,smooth,smooth,white,white,1,meadows
1,edible,bell,scaly,yellow,almond,white,enlarging,smooth,smooth,white,white,1,grasses
0,poisonous,convex,smooth,brown,pungent,brown,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,smooth,gray,none,pink,tapering,smooth,smooth,white,white,1,grasses
1,edible,flat,smooth,brown,none,pink,tapering,fibrous,smooth,white,white,1,grasses
1,edible,convex,fibrous,white,almond,brown,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,gray,none,pink,enlarging,smooth,smooth,white,white,1,urban
1,edible,flat,fibrous,brown,none,black,enlarging,smooth,smooth,white,white,1,urban
1,edible,bell,scaly,yellow,almond,black,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,white,almond,brown,tapering,smooth,smooth,white,white,1,woods
1,edible,sunken,fibrous,gray,none,brown,enlarging,smooth,smooth,white,white,1,urban
1,edible,convex,fibrous,brown,none,black,enlarging,smooth,smooth,white,white,1,urban
1,edible,convex,fibrous,white,none,chocolate,tapering,fibrous,smooth,white,white,1,grasses
1,edible,convex,scaly,brown,anise,brown,enlarging,smooth,scaly,white,white,1,paths
1,edible,bell,smooth,yellow,almond,black,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,scaly,white,anise,black,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,scaly,yellow,almond,black,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,smooth,white,anise,white,enlarging,smooth,smooth,white,white,1,meadows
1,edible,bell,smooth,white,anise,brown,enlarging,smooth,smooth,white,white,1,grasses
1,edible,flat,scaly,yellow,almond,pink,enlarging,smooth,scaly,white,white,1,paths
0,poisonous,convex,smooth,brown,pungent,brown,enlarging,smooth,smooth,white,white,1,urban
