HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,class,Common name,Femalematurity,Malematurity,Gestation,LitterSize,Adultweight,Maximumlongevity
823,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,senator,Animalia.Chordata.Aves.Passeriformes.Laniidae.Lanius.senator,Woodchat shrike,365,365,,,36,5.7
2601,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,semispinosus,Animalia.Chordata.Mammalia.Rodentia.Echimyidae.Proechimys.semispinosus,Spiny rat,146,146,64,2.4,500,5.8
959,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,pusilla,Animalia.Chordata.Aves.Passeriformes.Sittidae.Sitta.pusilla,Brown-headed nuthatch,365,365,14,5,10.8,5.8
1546,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,talazaci,Animalia.Chordata.Mammalia.Afrosoricida.Tenrecidae.Microgale.talazaci,Talazac's shrew tenrec,639,639,61,2,50,5.8
2648,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,cahirinus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Acomys.cahirinus,Spiny mouse,58,59,38,3,45.2,5.9
2095,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,Animalia.Chordata.Mammalia.Dasyuromorphia.Dasyuridae.Dasyurus.hallucatus,Northern quoll,315,315,,6.8,525,5.9
531,Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,apiaster,Animalia.Chordata.Aves.Coraciiformes.Meropidae.Merops.apiaster,European bee-eater,365,365,,,56.6,5.9
796,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Stelgidopteryx,serripennis,Animalia.Chordata.Aves.Passeriformes.Hirundinidae.Stelgidopteryx.serripennis,Northern rough-winged swallow,365,365,,,15.7,5.9
829,Animalia,Chordata,Aves,Passeriformes,Locustellidae,Locustella,naevia,Animalia.Chordata.Aves.Passeriformes.Locustellidae.Locustella.naevia,Common grasshopper-warbler,365,365,,,13.3,5.9
2102,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Phascogale,tapoatafa,Animalia.Chordata.Mammalia.Dasyuromorphia.Dasyuridae.Phascogale.tapoatafa,Brush-tailed phascogale,365,365,29,6.4,193.5,5.9
576,Animalia,Chordata,Aves,Galliformes,Phasianidae,Coturnix,japonica,Animalia.Chordata.Aves.Galliformes.Phasianidae.Coturnix.japonica,Japanese quail,63,52,17,,115,6
2492,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,aperea,Animalia.Chordata.Mammalia.Rodentia.Caviidae.Cavia.aperea,Brazilian guinea pig,74,77,63,2.5,341,6
2714,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,shortridgei,Animalia.Chordata.Mammalia.Rodentia.Muridae.Pseudomys.shortridgei,Heath mouse,335,335,,3,64,6
931,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,virens,Animalia.Chordata.Aves.Passeriformes.Parulidae.Setophaga.virens,Black-throated green warbler,365,365,12,4,9,6
639,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Lullula,arborea,Animalia.Chordata.Aves.Passeriformes.Alaudidae.Lullula.arborea,Wood lark,365,365,,,26.9,6
913,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,cerulea,Animalia.Chordata.Aves.Passeriformes.Parulidae.Setophaga.cerulea,Cerulean warbler,365,365,12,4,8.625,6
1348,Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,passerinum,Animalia.Chordata.Aves.Strigiformes.Strigidae.Glaucidium.passerinum,Eurasian pygmy-owl,365,365,,,65.5,6
3833,Animalia,Chordata,Teleostei,Perciformes,Labridae,Tautogolabrus,adspersus,Animalia.Chordata.Teleostei.Perciformes.Labridae.Tautogolabrus.adspersus,Cunner,365,365,,,550,6
91,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,septentrionalis,Animalia.Chordata.Amphibia.Anura.Ranidae.Lithobates.septentrionalis,Mink frog,730,547,,2250,,6
3469,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Dorosoma,cepedianum,Animalia.Chordata.Teleostei.Clupeiformes.Clupeidae.Dorosoma.cepedianum,American gizzard shad,730,730,,,1089,6
3480,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sprattus,sprattus,Animalia.Chordata.Teleostei.Clupeiformes.Clupeidae.Sprattus.sprattus,European sprat,730,730,,,,6
4113,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,bairdii,Animalia.Chordata.Teleostei.Scorpaeniformes.Cottidae.Cottus.bairdii,Mottled sculpin,730,730,,60,,6
1443,Animalia,Chordata,Chondrichthyes,Chimaeriformes,Callorhinchidae,Callorhinchus,milii,Animalia.Chordata.Chondrichthyes.Chimaeriformes.Callorhinchidae.Callorhinchus.milii,Elephant fish,1642,1095,,13,,6
1398,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lethenteron,zanandreai,Animalia.Chordata.Cephalaspidomorphi.Petromyzontiformes.Petromyzontidae.Lethenteron.zanandreai,Po brook lamprey,1916,1916,,,,6
2267,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,gunnii,Animalia.Chordata.Mammalia.Peramelemorphia.Peramelidae.Perameles.gunnii,Eastern barred bandicoot,91,152,12,2,766,6.1
2610,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,bottae,Animalia.Chordata.Mammalia.Rodentia.Geomyidae.Thomomys.bottae,Botta's pocket gopher,319,319,19,5.5,115.5,6.1
714,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,cirlus,Animalia.Chordata.Aves.Passeriformes.Emberizidae.Emberiza.cirlus,Cirl bunting,365,365,,,25.6,6.1
768,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Linaria,flavirostris,Animalia.Chordata.Aves.Passeriformes.Fringillidae.Linaria.flavirostris,Twite,365,365,,,15.4,6.1
918,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,dominica,Animalia.Chordata.Aves.Passeriformes.Parulidae.Setophaga.dominica,Yellow-throated warbler,365,365,12,4,9.7,6.1
1028,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,flavifrons,Animalia.Chordata.Aves.Passeriformes.Vireonidae.Vireo.flavifrons,Yellow-throated vireo,365,365,15,4,18,6.1
734,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizella,breweri,Animalia.Chordata.Aves.Passeriformes.Emberizidae.Spizella.breweri,Brewer's sparrow,365,365,11,3,11,6.2
2686,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,unguiculatus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Meriones.unguiculatus,Mongolian jird,43,36,25,5,53.2,6.3
2658,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,sylvaticus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Apodemus.sylvaticus,Long-tailed field mouse,71,65,23,5.2,23.4,6.3
953,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,satrapa,Animalia.Chordata.Aves.Passeriformes.Regulidae.Regulus.satrapa,Golden-crowned kinglet,365,365,14,8,5.5,6.3
2699,Animalia,Chordata,Mammalia,Rodentia,Muridae,Notomys,alexis,Animalia.Chordata.Mammalia.Rodentia.Muridae.Notomys.alexis,Spinifex hopping mouse,75,75,35,3.9,35,6.4
568,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,virginianus,Animalia.Chordata.Aves.Galliformes.Odontophoridae.Colinus.virginianus,Northern bobwhite,365,365,23,15,194,6.4
899,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,peregrina,Animalia.Chordata.Aves.Passeriformes.Parulidae.Leiothlypis.peregrina,Tennessee warbler,365,365,11,6,8.5,6.4
1429,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Sphyrnidae,Sphyrna,tiburo,Animalia.Chordata.Chondrichthyes.Carcharhiniformes.Sphyrnidae.Sphyrna.tiburo,Bonnethead shark,1058,857,,10,5940,6.5
2129,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Animalia.Chordata.Mammalia.Didelphimorphia.Didelphidae.Didelphis.virginiana,Virginia opossum,184,243,12,15,3000,6.6
904,Animalia,Chordata,Aves,Passeriformes,Parulidae,Myioborus,pictus,Animalia.Chordata.Aves.Passeriformes.Parulidae.Myioborus.pictus,Painted redstart,304,304,13,4,9.75,6.6
720,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Junco,phaeonotus,Animalia.Chordata.Aves.Passeriformes.Emberizidae.Junco.phaeonotus,Yellow-eyed junco,365,365,13,2,20,6.6
766,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Leucosticte,tephrocotis,Animalia.Chordata.Aves.Passeriformes.Fringillidae.Leucosticte.tephrocotis,Gray-crowned rosy-finch,365,365,14,4,35.7,6.6
874,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,wollweberi,Animalia.Chordata.Aves.Passeriformes.Paridae.Baeolophus.wollweberi,Bridled titmouse,365,365,13,6,10.4,6.6
2659,Animalia,Chordata,Mammalia,Rodentia,Muridae,Arvicanthis,niloticus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Arvicanthis.niloticus,Nile kusu,45,45,22,5,110,6.7
2806,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,citellus,Animalia.Chordata.Mammalia.Rodentia.Sciuridae.Spermophilus.citellus,European ground squirrel,314,314,27,6,217,6.7
2264,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,macrourus,Animalia.Chordata.Mammalia.Peramelemorphia.Peramelidae.Isoodon.macrourus,Northern brown bandicoot,122,200,12,4,1600,6.8
2097,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,Animalia.Chordata.Mammalia.Dasyuromorphia.Dasyuridae.Dasyurus.viverrinus,Eastern quoll,335,335,20,6,1090,6.8
2096,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,Animalia.Chordata.Mammalia.Dasyuromorphia.Dasyuridae.Dasyurus.maculatus,Australian tiger cat,340,340,21,3,5500,6.8
748,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Acanthis,hornemanni,Animalia.Chordata.Aves.Passeriformes.Fringillidae.Acanthis.hornemanni,Hoary redpoll,365,365,12,4,19.25,6.8
1353,Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus,scops,Animalia.Chordata.Aves.Strigiformes.Strigidae.Otus.scops,Common or Eurasian scops-owl,365,365,,,92,6.8
77,Animalia,Chordata,Amphibia,Anura,Microhylidae,Gastrophryne,carolinensis,Animalia.Chordata.Amphibia.Anura.Microhylidae.Gastrophryne.carolinensis,Eastern narrow-mouthed toad,547,365,1,722,,6.8
96,Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,perezi,Animalia.Chordata.Amphibia.Anura.Ranidae.Pelophylax.perezi,Italian green frog,912,912,6,,,6.8
839,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,redivivum,Animalia.Chordata.Aves.Passeriformes.Mimidae.Toxostoma.redivivum,California thrasher,228,228,14,3,84.4,6.9
735,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizella,pallida,Animalia.Chordata.Aves.Passeriformes.Emberizidae.Spizella.pallida,Clay-colored sparrow,335,335,12,4,11.45,6.9
864,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,rubetra,Animalia.Chordata.Aves.Passeriformes.Muscicapidae.Saxicola.rubetra,Whinchat,365,365,,,16.6,6.9
924,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,pensylvanica,Animalia.Chordata.Aves.Passeriformes.Parulidae.Setophaga.pensylvanica,Chestnut-sided warbler,365,365,12,4,9,6.9
1009,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,difficilis,Animalia.Chordata.Aves.Passeriformes.Tyrannidae.Empidonax.difficilis,Pacific-slope flycatcher,365,365,14,3.5,11,6.9
1025,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,verticalis,Animalia.Chordata.Aves.Passeriformes.Tyrannidae.Tyrannus.verticalis,Western kingbird,365,365,13,4,40.7,6.9
1054,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ixobrychus,minutus,Animalia.Chordata.Aves.Pelecaniformes.Ardeidae.Ixobrychus.minutus,Little bittern,730,730,,,101,6.9
2723,Animalia,Chordata,Mammalia,Rodentia,Muridae,Tatera,indica,Animalia.Chordata.Mammalia.Rodentia.Muridae.Tatera.indica,Indian gerbil,77,91,26,5.4,146.7,7
2052,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,nigricans,Animalia.Chordata.Mammalia.Chiroptera.Vespertilionidae.Myotis.nigricans,Black myotis,98,98,55,1,4.2,7
2108,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,macdonnellensis,Animalia.Chordata.Mammalia.Dasyuromorphia.Dasyuridae.Pseudantechinus.macdonnellensis,Fat-tailed marsupial mouse,350,350,43,6,32.5,7
571,Animalia,Chordata,Aves,Galliformes,Phasianidae,Centrocercus,urophasianus,Animalia.Chordata.Aves.Galliformes.Phasianidae.Centrocercus.urophasianus,Sage grouse,365,365,26,7,1929.5,7
758,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,cassinii,Animalia.Chordata.Aves.Passeriformes.Fringillidae.Haemorhous.cassinii,Cassin's finch,365,365,13,4,27.5,7
883,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,hudsonicus,Animalia.Chordata.Aves.Passeriformes.Paridae.Poecile.hudsonicus,Boreal chickadee,365,365,15,6,10,7
910,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,americana,Animalia.Chordata.Aves.Passeriformes.Parulidae.Setophaga.americana,Northern parula,365,365,13,4,7.9,7
952,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,regulus,Animalia.Chordata.Aves.Passeriformes.Regulidae.Regulus.regulus,Goldcrest,365,365,,,5.6,7
955,Animalia,Chordata,Aves,Passeriformes,Remizidae,Remiz,pendulinus,Animalia.Chordata.Aves.Passeriformes.Remizidae.Remiz.pendulinus,Eurasian penduline-tit,365,365,,,9.3,7
983,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,troglodytes,Animalia.Chordata.Aves.Passeriformes.Troglodytidae.Troglodytes.troglodytes,Winter wren,365,365,15,5,9.1,7
3476,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sardinella,aurita,Animalia.Chordata.Teleostei.Clupeiformes.Clupeidae.Sardinella.aurita,Round sardinella,365,365,,,125.95,7
337,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,calliope,Animalia.Chordata.Aves.Apodiformes.Trochilidae.Stellula.calliope,Calliope hummingbird,365,365,15,2,2.6,7
4019,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Diplodus,annularis,Animalia.Chordata.Teleostei.Perciformes.Sparidae.Diplodus.annularis,Annular seabream,730,365,,,,7
3786,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Tilapia,zillii,Animalia.Chordata.Teleostei.Perciformes.Cichlidae.Tilapia.zillii,Redbelly tilapia,492,492,,,165,7
3032,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,marcianus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Thamnophis.marcianus,Checkered garter snake,547,547,,,,7
3726,Animalia,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,tobianus,Animalia.Chordata.Teleostei.Perciformes.Ammodytidae.Ammodytes.tobianus,Lesser sand eel,547,547,,,,7
3025,Animalia,Chordata,Reptilia,Squamata,Colubridae,Storeria,dekayi,Animalia.Chordata.Reptilia.Squamata.Colubridae.Storeria.dekayi,Brown snake,730,730,,,,7
3439,Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,Trachinocephalus,myops,Animalia.Chordata.Teleostei.Aulopiformes.Synodontidae.Trachinocephalus.myops,Snakefish,730,730,,,,7
3462,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,pontica,Animalia.Chordata.Teleostei.Clupeiformes.Clupeidae.Alosa.pontica,Pontic shad,730,730,,,,7
3781,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Sargochromis,giardi,Animalia.Chordata.Teleostei.Perciformes.Cichlidae.Sargochromis.giardi,Pink happy,730,730,,,1595,7
4195,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Ameiurus,natalis,Animalia.Chordata.Teleostei.Siluriformes.Ictaluridae.Ameiurus.natalis,Yellow bullhead,730,730,,500,1278,7
3695,Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Aldrichetta,forsteri,Animalia.Chordata.Teleostei.Mugiliformes.Mugilidae.Aldrichetta.forsteri,Yellow-eye mullet,912,912,,,522.5,7
3729,Animalia,Chordata,Teleostei,Perciformes,Arripidae,Arripis,georgianus,Animalia.Chordata.Teleostei.Perciformes.Arripidae.Arripis.georgianus,Australian ruff,1095,1095,,,440,7
4092,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,keta,Animalia.Chordata.Teleostei.Salmoniformes.Salmonidae.Oncorhynchus.keta,Chum salmon,1186,1186,,,8745,7
3974,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Micropogonias,furnieri,Animalia.Chordata.Teleostei.Perciformes.Sciaenidae.Micropogonias.furnieri,Whitemouth drummer,1277,1277,,,,7
3764,Animalia,Chordata,Teleostei,Perciformes,Centropomidae,Centropomus,undecimalis,Animalia.Chordata.Teleostei.Perciformes.Centropomidae.Centropomus.undecimalis,Common snook,1460,1460,,,13365,7
1395,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lethenteron,camtschaticum,Animalia.Chordata.Cephalaspidomorphi.Petromyzontiformes.Petromyzontidae.Lethenteron.camtschaticum,Arctic lamprey,1642,1642,,,,7
1393,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,planeri,Animalia.Chordata.Cephalaspidomorphi.Petromyzontiformes.Petromyzontidae.Lampetra.planeri,European brook lamprey,1916,1916,,,,7
870,Animalia,Chordata,Aves,Passeriformes,Panuridae,Panurus,biarmicus,Animalia.Chordata.Aves.Passeriformes.Panuridae.Panurus.biarmicus,Bearded parrotbill,365,365,,,13.8,7.1
2622,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,formosus,Animalia.Chordata.Mammalia.Rodentia.Heteromyidae.Chaetodipus.formosus,Long-tailed pocket mouse,365,365,28,5,19,7.1
510,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,passerina,Animalia.Chordata.Aves.Columbiformes.Columbidae.Columbina.passerina,Common ground dove,75,75,13,2,35,7.2
2786,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Poliocitellus,franklinii,Animalia.Chordata.Mammalia.Rodentia.Sciuridae.Poliocitellus.franklinii,Franklin's ground squirrel,327,327,28,7.5,459,7.2
3039,Animalia,Chordata,Reptilia,Squamata,Colubridae,Virginia,striatula,Animalia.Chordata.Reptilia.Squamata.Colubridae.Virginia.striatula,Rough earth snake,730,547,,,,7.2
3010,Animalia,Chordata,Reptilia,Squamata,Colubridae,Opheodrys,aestivus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Opheodrys.aestivus,Rough greensnake,730,730,,,,7.2
2674,Animalia,Chordata,Mammalia,Rodentia,Muridae,Hydromys,chrysogaster,Animalia.Chordata.Mammalia.Rodentia.Muridae.Hydromys.chrysogaster,Golden-bellied water rat,163,135,36,3.8,850,7.3
2590,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Jaculus,jaculus,Animalia.Chordata.Mammalia.Rodentia.Dipodidae.Jaculus.jaculus,Lesser Egyptian jerboa,327,137,38,3,55,7.3
987,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,minimus,Animalia.Chordata.Aves.Passeriformes.Turdidae.Catharus.minimus,Grey-cheeked thrush,365,365,13,4,24.8,7.3
2091,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasycercus,cristicauda,Animalia.Chordata.Mammalia.Dasyuromorphia.Dasyuridae.Dasycercus.cristicauda,Mulgara,315,315,38,7,115,7.4
567,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,gambelii,Animalia.Chordata.Aves.Galliformes.Odontophoridae.Callipepla.gambelii,Gambel's quail,365,365,22,11,166,7.4
1035,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,solitarius,Animalia.Chordata.Aves.Passeriformes.Vireonidae.Vireo.solitarius,Blue-headed vireo,365,365,12,4,16,7.4
596,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tympanuchus,phasianellus,Animalia.Chordata.Aves.Galliformes.Phasianidae.Tympanuchus.phasianellus,Sharp-tailed grouse,180,180,23,12,908,7.5
617,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallus,longirostris,Animalia.Chordata.Aves.Gruiformes.Rallidae.Rallus.longirostris,Clapper rail,365,365,22,10,308,7.5
956,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,canadensis,Animalia.Chordata.Aves.Passeriformes.Sittidae.Sitta.canadensis,Red-breasted nuthatch,365,365,12,5,11.2,7.5
722,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Melospiza,lincolnii,Animalia.Chordata.Aves.Passeriformes.Emberizidae.Melospiza.lincolnii,Lincoln's sparrow,365,365,11,4,17.35,7.6
2547,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,crinitus,Animalia.Chordata.Mammalia.Rodentia.Cricetidae.Peromyscus.crinitus,Canyon mouse,70,70,24,3,16.5,7.7
730,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Pipilo,chlorurus,Animalia.Chordata.Aves.Passeriformes.Emberizidae.Pipilo.chlorurus,Green-tailed towhee,365,365,12,4,28.88,7.7
2237,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,audubonii,Animalia.Chordata.Mammalia.Lagomorpha.Leporidae.Sylvilagus.audubonii,Audubon's cottontail rabbit,164,107,29,3,900,7.8
721,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Melospiza,georgiana,Animalia.Chordata.Aves.Passeriformes.Emberizidae.Melospiza.georgiana,Swamp sparrow,365,365,13,4,16.1,7.8
1116,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,varius,Animalia.Chordata.Aves.Piciformes.Picidae.Sphyrapicus.varius,Yellow-bellied sapsucker,365,365,12,5,45,7.8
55,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,chrysoscelis,Animalia.Chordata.Amphibia.Anura.Hylidae.Hyla.chrysoscelis,Cope's gray treefrog,730,547,21,35,,7.8
60,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,versicolor,Animalia.Chordata.Amphibia.Anura.Hylidae.Hyla.versicolor,Gray treefrog,730,730,4,1800,7.2,7.8
2251,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,rufescens,Animalia.Chordata.Mammalia.Macroscelidea.Macroscelididae.Elephantulus.rufescens,Rufous elephant shrew,50,50,61,1,58,7.9
2709,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,australis,Animalia.Chordata.Mammalia.Rodentia.Muridae.Pseudomys.australis,Australian native mouse,145,180,31,3.1,65,7.9
2770,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ictidomys,tridecemlineatus,Animalia.Chordata.Mammalia.Rodentia.Sciuridae.Ictidomys.tridecemlineatus,Thirteen-lined ground squirrel,354,225,28,7,172.7,7.9
932,Animalia,Chordata,Aves,Passeriformes,Parulidae,Vermivora,chrysoptera,Animalia.Chordata.Aves.Passeriformes.Parulidae.Vermivora.chrysoptera,Golden-winged warbler,319,319,10,5,8.8,7.9
633,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Iduna,pallida,Animalia.Chordata.Aves.Passeriformes.Acrocephalidae.Iduna.pallida,Olivaceous warbler,365,365,,,9,7.9
657,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,rubra,Animalia.Chordata.Aves.Passeriformes.Cardinalidae.Piranga.rubra,Summer tanager,365,365,12,4,40,7.9
733,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Pooecetes,gramineus,Animalia.Chordata.Aves.Passeriformes.Emberizidae.Pooecetes.gramineus,Vesper sparrow,365,365,12,4,25.7,7.9
2093,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyuroides,byrnei,Animalia.Chordata.Mammalia.Dasyuromorphia.Dasyuridae.Dasyuroides.byrnei,Kowari,238,216,33,6,105,8
3465,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Amblygaster,sirm,Animalia.Chordata.Teleostei.Clupeiformes.Clupeidae.Amblygaster.sirm,Spotted sardinella,310,350,,,,8
1012,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,minimus,Animalia.Chordata.Aves.Passeriformes.Tyrannidae.Empidonax.minimus,Least flycatcher,365,365,14,4,10,8
637,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Eremophila,alpestris,Animalia.Chordata.Aves.Passeriformes.Alaudidae.Eremophila.alpestris,Horned lark,365,365,11,43,33.5,8
849,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,cinerea,Animalia.Chordata.Aves.Passeriformes.Motacillidae.Motacilla.cinerea,Grey wagtail,365,365,,,17.2,8
888,Animalia,Chordata,Aves,Passeriformes,Parulidae,Cardellina,canadensis,Animalia.Chordata.Aves.Passeriformes.Parulidae.Cardellina.canadensis,Canada warbler,365,365,12,4,10,8
